Date,AAPL,MSFT,TSLA
2022-01-04,-0.012691370539385183,-0.01714718087678846,-0.041832696836128
2022-01-05,-0.02660009419392395,-0.038387728949013766,-0.05347121367683638
2022-01-06,-0.016693184240047065,-0.00790205877713146,-0.02152337383085412
2022-01-07,0.0009882651869623782,0.0005098720623653019,-0.035446567451716815
2022-01-10,0.00011621013030893579,0.0007322923512829149,0.03034195341380186
2022-01-11,0.01678386696055001,0.0022592744159848355,0.005935024657598653
2022-01-12,0.0025702471472086597,0.010445010032609892,0.039289748931841784
2022-01-13,-0.01902815878772446,-0.04232243390779655,-0.06749107331435766
2022-01-14,0.005110755609421425,0.01771648123685088,0.017497758575059086
2022-01-18,-0.01889404688547036,-0.024339465347184674,-0.01819724123253097
2022-01-19,-0.021024839139014317,0.00224715530637698,-0.0338278969185718
2022-01-20,-0.010347079529835268,-0.005703363548394846,0.0006227038828787723
2022-01-21,-0.01276511780666889,-0.018468121903235102,-0.05256606712507206
2022-01-24,-0.004864190156753767,0.0011484379089192753,-0.014726129872195681
2022-01-25,-0.011384894245404786,-0.026588550343818018,-0.012473124842489969
2022-01-26,-0.0005633509554830995,0.028493374424336748,0.02069905258271132
2022-01-27,-0.0029432452021248556,0.010548999652137736,-0.11554175561970448
2022-01-28,0.06977773941632304,0.02808155969788162,0.020805692766870276
2022-01-31,0.02612589581130087,0.008823812793733232,0.10677611383930952
2022-02-01,-0.0009727239695606071,-0.007138678074159799,-0.0058395266373975074
2022-02-02,0.007044335777987243,0.015221935450377755,-0.027479191598914543
2022-02-03,-0.016719803013728662,-0.03895210225063439,-0.016032495024878912
2022-02-04,-0.0016793259750017553,0.01556844170668481,0.03611110968421327
2022-02-07,-0.004234513282705188,-0.01631024255741853,-0.01730718642133755
2022-02-08,0.01846657267874874,0.01199518809769562,0.0161571905234128
2022-02-09,0.008293903890499887,0.021835071466444145,0.010845920427172029
2022-02-10,-0.023598881375748282,-0.028373327462388187,-0.029452771017468238
2022-02-11,-0.020218377674864008,-0.024274287253787885,-0.04925102969626416
2022-02-14,0.0014232810628860282,-0.00013518148833857602,0.01832566437213501
2022-02-15,0.02315219423917414,0.018541971216833097,0.053290764282768466
2022-02-16,-0.0013888279858903507,-0.0011670321421802798,0.0010407532409399955
2022-02-17,-0.021269010465969185,-0.029282046658123395,-0.05094269900666093
2022-02-18,-0.009356179866804926,-0.009631067977923458,-0.022103035296720752
2022-02-22,-0.017812173585399438,-0.0007292946495263131,-0.04136624223452856
2022-02-23,-0.0258639921347672,-0.025893212206412275,-0.06997917599526948
2022-02-24,0.016680150916251524,0.051093686474492195,0.04807345500262783
2022-02-25,0.01296538556797655,0.009232951672013767,0.011364031324829549
2022-02-28,0.0016378742069285135,0.004978180569894297,0.07477746853358713
2022-03-01,-0.011627945245101245,-0.012851925001745146,-0.006962143345558558
2022-03-02,0.020588232495968528,0.017765670773782105,0.01795529711451649
2022-03-03,-0.0019811595483630873,-0.014224129374286076,-0.04614210448825773
2022-03-04,-0.018408128370736354,-0.020478648788412213,-0.0011915196265851469
2022-03-07,-0.023717840144178215,-0.03777696118372087,-0.04021280504200253
2022-03-08,-0.011675869428001917,-0.010971246948417446,0.02463394210323222
2022-03-09,0.03499724363595491,0.045858108426933386,0.04193357517885765
2022-03-10,-0.027186250124820788,-0.010086565144007964,-0.024063755330148706
2022-03-11,-0.023908474731988427,-0.019328106892804064,-0.0512345859010529
2022-03-14,-0.026562400282250098,-0.012961526194512074,-0.036436802368687404
2022-03-15,0.02967729751733783,0.038742698352258964,0.046348355546253384
2022-03-16,0.029015256465882766,0.02521366741840425,0.047812040425278646
2022-03-17,0.006453965416832297,0.0028191777815422814,0.037335010469022656
2022-03-18,0.020919035126215846,0.017647963124902244,0.03876779427650434
2022-03-21,0.008537609690848269,-0.00422732113515456,0.017417963888751054
2022-03-22,0.020800622932461765,0.016378960660194952,0.07905243778179138
2022-03-23,0.008233611067297586,-0.015029951386247187,0.005161136057840299
2022-03-24,0.022677931593119816,0.0153930337942354,0.014823128420135223
2022-03-25,0.003734106366373169,-0.0013812375504774765,-0.003234937980317265
2022-03-28,0.00503665029964151,0.02311660468562038,0.0803450783611821
2022-03-29,0.01913448098780246,0.01515927285883567,0.007079858095940583
2022-03-30,-0.0066496335869266066,-0.004914356254632102,-0.00507475414515135
2022-03-31,-0.017775714233060902,-0.01768292079680367,-0.014981813142339484
2022-04-01,-0.0017181174156568613,0.003600247042665039,0.006486599368272561
2022-04-04,0.023693321319125715,0.017936658810487893,0.05611341298759176
2022-04-05,-0.0189419271666742,-0.012985274870967234,-0.047308971544201106
2022-04-06,-0.0184508007618972,-0.036605688965296035,-0.041694894294368345
2022-04-07,0.0018040153505305412,0.006243696323517289,0.010996816105212748
2022-04-08,-0.011908962469730167,-0.014600027558611006,-0.03004944796541842
2022-04-11,-0.025515682009254248,-0.039431574282507764,-0.04832808607380468
2022-04-12,0.011523328238748798,-0.011218062721447875,0.011291813566499442
2022-04-13,0.016342507652056693,0.019712336790153495,0.035888356035912894
2022-04-14,-0.02998821763560544,-0.027084304093500933,-0.03655231880843268
2022-04-18,-0.0013308584826259295,0.002465744212242882,0.019583733431163042
2022-04-19,0.014115007423159298,0.01703975547887726,0.023758093445249484
2022-04-20,-0.0010156138337548137,0.0037153772158855514,-0.049555036713700984
2022-04-21,-0.0048435074874843,-0.019381172887847242,0.032316840662455215
2022-04-22,-0.02782114241502498,-0.024144388057984467,-0.003697576672395231
2022-04-25,0.006737210130536075,0.024413386490079736,-0.006994645387893739
2022-04-26,-0.03732819880309324,-0.03740385996956952,-0.12184121881948873
2022-04-27,-0.001466885461733236,0.04810901992036842,0.005807678470473254
2022-04-28,0.04515568714180107,0.022632612818654252,-0.004537702888526063
2022-04-29,-0.03660509189723604,-0.04181224250227822,-0.007692220213591394
